Site Number;Site Portfolio;Asset Status;State;City;Address;Latitude Decimal;Longitude Decimal;Anchor Tenant Name;Asset Source;Marketable Flag;Asset Class;Asset Type;Site Type;Constructed Date;Acquired Date;Tenant Ready Date;Non Marketable Reason;Site Created On Date;Building Height Asset;Total Height;Structure Height;Tower Extended Flag;Structure Type;Reinforcement Flag;Access Instructions;Building Height;Cliente 1;Cliente 2;Cliente 3;Cliente 4;Cliente 5;Cliente 6;Cliente 7;Cliente 8;Cliente 9;Cliente 10;Cliente 11;Cliente 12;Cliente 13;Cliente 14;Estacao
7189;C;Active;;Parelhas;RUA JOAO CAETANO,S/N,CENTRO;-1,494772;-48,593581;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 09:58;;;40;N;Self Support;N;;;;;;;;;;;;;;X;;;683495640
7190;C;Active;;Natal;AVENIDA SENADOR SALGADO FILHO 1555 -TIROL-NATAL;-1,527668;-48,677639;Tim;Acquired;Y;Wireless;Tower;;;12/16/2015;16/12/2015;;12/01/2016 13:23;;;70;;Monopole;;;;;;;;;;;;;;;X;;;683585746
7191;C;Active;;Natal;RUA DOS REPENTISTAS,S/N,NOVA NATAL;-1,40725;-48,428361;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;40;N;Monopole;N;;;;;;;;;;;;;;X;;;684171422
7192;D;Active;;Natal;AVENIDA SANTA DOROTÉIA S/N -PITIMBU-NATAL;-1,462629;-48,502142;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:17;0;2.6;2.6;N;Mastil;N;Carta de autorização VIVO;0;;;;;;;;;;;;;X;;684171449
7193;C;Active;;Natal;RUA SEVERINA FERREIRA DE MEDEIROS 258 -CAPIM MACIO-NATAL;-1,25918611;-48,45253611;Claro;Built;Y;Wireless;Tower;;01/31/2013;;31/01/2013;;19/10/2015 20:47;;;41;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;;;X;;;;;;;;;;;X;;684171481
7194;B;Active;;Natal;RUA MESTRE LUCARINO              ,S/N,ROCAS;-1,36204538;-48,44621066;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;40;40;N;Self Support;N;CADEADO SEGREDO 0884;0;;X;;;;;;;;;;;;;684171503
7195;C;Active;;Natal;RUA CICERO BUCHA 403 -REDINHA-NATAL;-1,43454579;-48,48815536;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;2;N;Mastil;N;CARTA EM MÃOS;;;;;;;;;;;;;X;;;684181363
7196;D;Active;;Natal;AVENIDA SENADOR DINARTE MARIZ ,S/N,PONTA NEGRA;-1,255662;-48,461251;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:35;0;60;60;N;Self Support;Y;CADEADO SEGREDO 1822;0;;;;;;X;;;;;;;X;;684636727
7197;E;Active;;Tibau do Sul;RUA DOS POTIGUARES S/N -CENTRO-TIBAU DO SUL;-1,407478;-48,453886;Tim;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:49;0;39.7;39.7;N;Self Support;Y;;0;;;;;;;;;;;;X;X;;684917483
7198;D;Active;;Guamaré;PORTO DE GUAMARE,S/N,CENTRO;-1,444187;-48,487792;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;55;60;5;N;Mastil;N;E-mail;55;;;;;;;;;;;;X;X;;684917513
7199;B;Active;;Mossoró;RUA MANOEL BENICIO 68 -SANTO ANTONIO-MOSSORO;-1,14371079;-48,45898848;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;60;61;N;Self Support;N;CADEADO SEGREDO 0884;0;;X;;;;;;;;;;;;;684917580
7200;C;Active;;Mossoró;RUA FILGUEIRA FILHO S/N -ALTO DE SAO MANOEL-MOSSORO;-1,43482358;-48,47537751;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;2;N;Mastil;N;;;;;;;;;;;;;;X;;;684917599
7201;D;Active;;Natal;AVENIDA HERMES DA FONSECA - ITINERANTE,1148,TIROL;-1,31385066;-48,45901628;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:35;;;50;N;Self Support;Y;CADEADO SEGREDO 1822;;;;;;;;;;;;;;X;;684917637
7202;E;Active;;Maxaranguape;SITIO SAO PEDRO,S/N,RURAL;-1,33854444;-48,45803611;Tim;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:49;;;40;N;Self Support;N;;;;X;;;;;;;;;;X;X;;684917645
7203;D;Active;;Natal;RUA PAI CELESTIAL S/N -FELIPE CAMARAO-NATAL;-1,433139;-48,469903;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;3;3;N;Mastil;N;Acesso Regional VIVO;0;;;;;;;;;;;;;X;;684917688
7204;B;Active;;Parnamirim;AVENIDA MARIA LACERDA MONTENEGRO S/N -NOVA PARNAMIRIM-PARNAMIRIM;-1,46982377;-48,49398874;Claro;Acquired;Y;Rooftop;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;53;57;4;N;Mastil;N;E-MAIL;53;;X;;;;;;;;;;;;;684917734
7205;C;Active;;Natal;Via Costeira Senador Dinarte Medeiros Mariz,4233,Parque das Dunas;-1,400623;-48,453925;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;0;40;40;N;Monopole;N;;0;;;;;;;;;;;;X;;;684917777
7206;D;Active;;São Gonçalo do Amarante;TRAVESSA PIO XII S/N -CENTRO-SAO GONCALO DO AMARANTE;-1,41926793;-48,44371065;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:40;;;39;N;Self Support;Y;;;;;;;;;;;;;;X;X;;684917793
7207;E;Active;;Goianinha;RODOVIA BR 101,S/N,CENTRO;-1,40617896;-48,48357756;Nextel;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:49;;;39;N;Self Support;N;;;;;;;;;;;;;;X;X;;687569290
7208;D;Active;;Mossoró;AVENIDA DO CONTORNO,S/N,Alto do Sumaré;-1,45426813;-48,47315528;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;4;4;N;Mastil;N;Acesso Regional Vivo;0;;;;;;X;;;;;;;X;;687569532
7209;E;Active;;Baía Formosa;RUA ANTONIO HENRIQUE SOUTO,25,BAIA FORMOSA;-1,44204584;-48,45843296;Nextel;Acquired;Y;Rooftop;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:53;47;52;5;N;Mastil;N;correios;47;;;;;;;;;;;;;;;688328091
7210;B;Active;;Monte Alegre;RUA PROJETADA S/N -CENTRO-MONTE ALEGRE;-1,43537913;-48,47343305;Claro;Acquired;Y;Rooftop;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;59;62;3;N;Mastil;N;E-MAIL;59;;X;;;;;;;;;;;;;688328105
7211;C;Active;;Jardim do Seridó;RUA FRANCISCA DE MEDEIROS BRITO S/N -CENTRO-JARDIM DO SERIDO;-1,382104;-48,437882;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;40;N;Monopole;N;;;;;;;;;;;;;;X;;;688334784
7212;D;Active;;São Paulo do Potengi;AVENIDA OURO BRANCO,S/N,SAO PAULO DO POTENGI;-1,40704564;-48,4456551;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:40;;;40;N;Self Support;Y;;;;;;;;;;;;;;;X;;688334806
7213;E;Active;;Jucurutu;SITIO POCO DO CERCADO,S/N,CENTRO;-1,29206998;-48,45886628;Nextel;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:49;;;40;N;Self Support;N;;;;;;;;;;;;;;;;;688334857
7214;D;Active;;Umarizal;AVENIDA DA INTEGRACAO,S/N,CENTRO;-1,44315696;-48,47315528;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;3;3;N;Mastil;N;CARTA EM MÃOS.;0;;;;;;;;;;;;;X;;688658717
7215;E;Active;;Santana do Matos;RUA JOAO TEIXEIRA,SN,CENTRO;-1,350452;-48,449299;Nextel;Acquired;N;Wireless;Tower;;;12/06/2013;06/12/2013;Environmental Crime;19/10/2015 20:53;0;42;42;N;Self Support;Y;;0;;;;;;X;;;;;;;X;;689014074
7216;B;Active;;Natal;AVENIDA DR. JOAO MEDEIROS FILHOS 2290 -POTENGI-NATAL;-1,43982361;-48,46621079;Claro;Acquired;N;Rooftop;Tower;;;03/01/2011;01/03/2011;Invalid Contract;19/10/2015 20:31;53;56;3;N;Mastil;N;E-mail / Correio;53;;X;;;;;;;;;;;;;690812256
7217;C;Active;;Portalegre;SITIO CAVACO ,S/N,RURAL;-1,361574;-48,475981;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;25;N;Monopole;N;;;;;;;;;;;;;;X;;;690912323
7218;D;Active;;Governador Dix-Sept Rosado;RUA SEBASTIAO FLORENCIO DE PAULA 23 -CENTRO-GOVERNADOR DIX-SEPT ROSADO;-1,39787892;-48,4550996;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:40;;;38;N;Self Support;N;;;;;;;;X;;;;;;;X;;691091196
7219;E;Active;;Janduís;BR 110 KM 146,S/N,RURAL;-1,46649042;-48,47009971;Nextel;Acquired;N;Wireless;Tower;;;11/29/2013;29/11/2013;Tower Dismantled;19/10/2015 20:49;0;50;50;N;Self Support;N;;0;;;;;;;;;;;;;;;691261385
7220;D;Active;;Upanema;RUA AUGUSTO PINHEIRO,SN,PEGAS;-1,45149033;-48,49676653;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;3;3;N;Mastil;N;E-MAIL;0;;;;;;;;;;;;;X;;691261490
7221;B;Active;;Frutuoso Gomes;RUA JOSE CARLOS,S/N,RURAL;-1,722361;-48,770306;Claro;Acquired;Y;Rooftop;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;53;56;3;N;Mastil;N;E-mail / Correio;53;;X;;;;;;;;X;;;;;691266050
7222;C;Active;;Rafael Fernandes;RUA EGIDIO CHARGAS S/N  CENTRO RAFAEL FERNANDES;-1,412224;-48,440071;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;50;N;Monopole;N;;;;;;;;;;;;;;X;;;691266522
7223;D;Active;;Lucrécia;RUA ANTONIO NUNES,S/N,CENTRO;-1,43704581;-48,45593295;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;05/28/2013;28/05/2013;;19/10/2015 20:48;;;50;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;X;;;;X;;;X;;691267782
7224;D;Active;;Luís Gomes;RUA ALBANIZA ROCHA ,S/N,CENTRO;-1,45315701;-48,501211;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;3.2;3.2;N;Mastil;N;Carta em Mãos;0;;;;;;;;;;;;;X;;691268223
7225;E;Active;;Serrinha dos Pintos;RUA MANOEL MARQUES S/N -CENTRO-SERRINHA DOS PINTOS;-1,323972;-48,450966;Nextel;Acquired;N;Wireless;Tower;;;12/06/2013;06/12/2013;Environmental Crime;19/10/2015 20:53;0;41.7;41.7;N;Self Support;N;;0;;;;;;;;;;;;;;;691268401
7226;B;Active;;Messias Targino;RUA VALMIR TARGINO,S/N,CENTRO;-1,12093289;-48,42843274;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;70;70;N;Self Support;N;CADEADO SEGREDO 0884;0;;X;;;;;;;;;;;;;691268479
7227;C;Active;;Riacho da Cruz;RODOVIA RN 076 S/N KM 06-RURAL-RIACHO DA CRUZ;-1,46121261;-48,4931554;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;2;N;Mastil;N;E-mail;;;;;;;;X;;;;;X;;;691268843
7228;D;Active;;Marcelino Vieira;RUA DESEMB. LICURGO NUNES S/N -CENTRO-MARCELINO VIEIRA;-1,43482358;-48,47704419;Vivo;Acquired;Y;Rooftop;Tower;;;06/30/2012;30/06/2012;;19/10/2015 21:05;36;40;4;N;Mastil;N;Carta em mãos;36;;;;;;;;;;;;;X;;691269181
7229;E;Active;;Tenente Ananias;RUA SANTO ANTONIO,SN,TENTENTE ANANIAS;-1,4223235;-48,48371089;Nextel;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:49;;;50;N;Self Support;N;;;;;;;;X;;;;;;X;X;;691273898
7230;D;Active;;Augusto Severo;RUA JOAQUIM LEAL,SN,ALTO ESPERANCA;-1,46315707;-48,48621091;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;3;3;N;Mastil;N;LISTA EM MÃOS;0;;;;;;X;;;;;;;X;;691274770
7231;E;Active;;Jardim de Piranhas;RUA QUINTINO BOCAIUVA,314,CENTRO;-1,341525;-48,468136;Nextel;Acquired;N;Wireless;Tower;;;12/06/2013;06/12/2013;Environmental Crime;19/10/2015 20:53;0;51.6;51.6;N;Self Support;N;Cadeado de segredo 1822;0;;;;;;;;;;X;;;;;691677700
7232;B;Active;;Natal;AVENIDA  DEODORO DA FONSECA,402,RIBEIRA;-1,709083;-48,79075;Telefonica Brasil S.A;Acquired;N;Rooftop;Tower;;;03/01/2011;01/03/2011;Contractually restricted;19/10/2015 20:31;50;53;3;N;Mastil;N;Carta em mãos;50;;X;;;;;;;;;;;;;691986827
7233;C;Active;;Bodó;RUA BELIZIO GONÇALVES DE MACEDO,S/N,CENTRO;-1,45121255;-48,49926655;Tim;Acquired;N;Rooftop;Tower;;;04/29/2015;29/04/2015;Contractually restricted;19/10/2015 22:20;0;2;2;N;Mastil;N;CARTA EM MÃOS;0;;;;;;;;;;;;X;X;;692274391
7234;D;Active;;Francisco Dantas;RUA FRANCISCO DE ASSIS,S/N,CENTRO;-1,359629;-48,445571;Vivo;Acquired;Y;Rooftop;Tower;;08/31/2012;08/31/2012;31/08/2012;;19/10/2015 21:05;;18.5;5;N;Mastil;N;Carta em mãos;;;;;;;;;;;;;;X;;692326804
7235;C;Active;;Rodolfo Fernandes;RUA MANOEL NOBRE,S/N,CENTRO;-1,31065619;-48,47482193;Claro;Built;Y;Wireless;Tower;;06/26/2008;;26/06/2008;;19/10/2015 19:58;0;50;51;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;X;X;;;X;;;;;;;X;;692328327
7236;D;Active;;Severiano Melo;RUA BOM JESUS,S/N,CENTRO;-1,454402;-48,485683;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;45;48;3;N;Mastil;N;solicitação Vivo /;45;;;;;;;;;;;;;X;;692328432
7237;E;Active;;Triunfo Potiguar;RUA MANOEL FREIRE,S/N,CENTRO;-1,415009;-48,45137;Nextel;Acquired;N;Wireless;Tower;;;12/06/2013;06/12/2013;Environmental Crime;19/10/2015 20:53;0;42;42;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;;;692340130
7238;B;Active;;Tenente Laurentino Cruz;RUA CICERO MARIA S/N  CENTRO TENENTE LAURENTINO CRUZ;-1,446511;-48,494657;Claro;Acquired;Y;Rooftop;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;49;52;3;N;Mastil;N;E-mail;49;;X;;;;;;;;;;;;;692340203
7239;C;Active;;Timbaúba dos Batistas;RUA JOAQUIM DE ARAUJO PEREIRA,297,CENTRO;-1,45454591;-48,50204434;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;2;N;Mastil;N;CARTA EM MÃOS;;;;;;;;X;;;;;X;;;692340254
7240;D;Active;;Olho-d'Água do Borges;RUA FRANCISCO GONZAGA,S/N,CENTRO;-1,44537919;-48,48204422;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;3.2;3.2;N;Mastil;N;LISTA EM MÃOS;0;;;;;;X;;;;;;;X;;692341730
7241;B;Active;;Natal;AVENIDA MIGUEL CASTRO 1905 -LAGOA NOVA-NATAL;-1,41399012;-48,46787746;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;46;46;Y;Self Support;Y;E-mail;0;;X;;;;X;;;;X;;;X;;692693513
7242;C;Active;;Parnamirim;RUA MAR DA GALILEIA ,174,CENTRO;-1,471888;-48,477972;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;39;N;Monopole;N;;;;;;;;;;;;;;X;;;692969535
7243;D;Active;;Natal;RUA MARANGUAPE,S/N,NOSSA SENHORA DA APRESENTAÇAO;-1,439971;-48,467063;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;37;41;4;N;Mastil;N;CARTA EM MÃOS - OBS;37;;;;;;;;;;;;;X;;692988866
7244;B;Active;;Natal;RUA BAÍA DE SÃO MARCOS S/N LT 215-LAGOA SECA-NATAL;-1,3004;-48,46599;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;50;50;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;X;;;;;;;;;;X;X;;692996796
7245;C;Active;;Açu;RUA PROFESSOR HELIO ALVES ,280,CENTRO;-1,291043;-48,457556;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;50;N;Monopole;N;;;;;;;;X;;;;;;X;X;;693007630
7246;D;Active;;Caicó;RUA RUI MARIZ 1259 -BOA PASSAGEM-CAICO;-1,33926748;-48,45121068;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;;58;N;Self Support;N;Cadeado de Segredo 1822;;;;;;;;;;;;;;X;;693008016
7247;B;Active;;Natal;AVENIDA DO SOL,3560,CANDELARIA;-1,44158228;-48,44815513;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:32;0;40;41;N;Self Support;N;;0;;;;;;;;;;;;X;;;695339494
7248;C;Active;;São Miguel do Gostoso;RUA LIRIOS DO MAR,S/N,CENTRO;-1,070644;-48,392331;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;70;N;Monopole;N;;;;;;;;;;;;;;X;;;695555715
7249;D;Active;;Santo Antônio;TRAVESSA SÃO JOSE,S/N,CENTRO;-1,07145649;-48,3529911;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;72.5;72.5;N;Self Support;N;Cadeado Segredo 2709;0;;;;;;;;;;;;;X;;695555812
7250;C;Active;;Pendências;RUA MANOEL RIBEIRO,38,CENTRO;-1,45093478;-48,49704431;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;2;N;Mastil;N;;;;;;;;;;;;;;X;;;696717794
7251;D;Active;;Caicó;RUA CAMILO CALAZANS ,S/N,CENTRO;-1,14121078;-48,46037738;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;40;40;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;;696851423
7252;C;Active;;Macau;RUA AUGUSTO SEVERO ,103,CENTRO;-1,4398236;-48,48732203;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;2;N;Mastil;N;CARTA EM MÃOS;;;;;;;;;;;;;X;;;697380297
7253;C;Active;;Parnamirim;RUA RECIFE S/N -CENTRO-PARNAMIRIM;-1,40280951;-48,43763006;SKY;Built;Y;Wireless;Tower;;11/25/2013;;25/11/2013;;19/10/2015 20:49;;40;40;N;Self Support;N;;;;;;;;;;;;X;;;X;;697495949
7254;D;Active;;São José de Mipibu;BR 101 KM 116,2 ,S/N,RURAL;-1,469317;-48,496445;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:48;0;3;3;N;Mastil;N;Autorização Regional Vivo;0;;;;;;;;;;;;;X;;698143183
7255;C;Active;;Caicó;RUA LUZ FONTE RANGEL,S/N,CENTRO;-1,448114;-48,482441;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;0;30;30;N;Monopole;N;;0;;;;;;;X;;;;;X;;;699100518
7256;C;Active;;Natal;Rua Ferro Cardoso,76,Felipe Camarão;-1,37979673;-48,42913222;SKY;Built;Y;Wireless;Tower;;11/11/2013;;11/11/2013;;19/10/2015 20:49;;40;40;N;Self Support;N;;;;;;;;;;;;X;;;;;699131863
7257;C;Active;;Mossoró;RUA PROJETADA,S/N,PLANALTO TREZE DE MAIO;-1,430321;-48,448237;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;40;N;Monopole;N;;;;;;;;;X;;;;;X;;;699194709
7258;C;Active;;Patu;AVENIDA LAURO MAIA,399,CENTRO;-1,36871209;-48,4334328;SKY;Built;Y;Wireless;Tower;;11/14/2013;;14/11/2013;;19/10/2015 20:49;;;40;N;Self Support;N;;;;;;;;;;;;X;;X;X;;699268150
7259;C;Active;;Mossoró;Rua Lígia Maria do Rego,350,AEROPORTO;-1,45843482;-48,50482214;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:09;0;3.5;3.5;N;Mastil;N;CARTA EM  MÃOS;0;;;;;;;;;;;;X;;;699415055
7260;C;Active;;Natal;Rua Cabo de São Roque,s/n,Ponta Negra;-1,37537879;-48,45482182;SKY;Built;Y;Wireless;Tower;;10/18/2013;;18/10/2013;;19/10/2015 20:49;;28;28;N;Self Support;N;;;;;;;;;;;;X;;;;;700041427
7261;C;Active;;Natal;Rua Dom Antônio de Almeida Lustosa,3,Planalto;-1,43760137;-48,45815518;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;2;N;Mastil;N;;;;;;;;;;;;;;X;;;1001302181
7262;C;Active;;Mossoró;Rua Raimundo Andrade de Lima,s/n,Presidente Costa e Silva;-1,37620555;-48,48336944;SKY;Built;Y;Wireless;Tower;;11/14/2013;;14/11/2013;;19/10/2015 20:49;0;29;29;N;Self Support;N;;0;;;;;;;;;;X;;X;X;;1001737005
7263;C;Active;;Natal;Rua Cícero Veríssimo Oliveira,20,Lagoa Azul;-1,43871248;-48,48065532;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;0;2;2;N;Mastil;N;CARTA EM MÃOS;0;;X;;;;;;;;;;X;X;;1001785565
7264;C;Active;;Natal;Rua das Tilias,2150,Pitimbu;-1,46649042;-48,48287756;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;02/11/2015;;11/02/2015;;19/10/2015 21:23;;40;40;N;Self Support;N;Cadeado de segredo 1822;;;;;;;;;;;;;X;X;;1002239300
7265;C;Active;;Guamaré;SERRA MANGUE SECO ,S/N,ZONA RURAL;-1,458903;-48,495714;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;47;49;2;N;Mastil;N;;47;;X;;;;;;;;;;X;;;1002335164
7266;C;Active;;Alto do Rodrigues;AVENIDA ANGELO VARELE S/N -CENTRO-ALTO DO RODRIGUES;-1,4425;-48,486083;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;42;47;5;N;Mastil;N;;42;;;;;;;;;;;;X;;;1002615140
7267;C;Active;;Carnaubais;RODOVIA MUTAMBINHA,S/N,ZONA RURAL;-1,42871243;-48,46426633;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;63;66;3;N;Mastil;N;CARTA EM MÃOS;63;;;;;;;;;;;;X;;;1002633335
7268;C;Active;;Natal;RUA CAMPUS UNIVERSITÁRIO LAGOA NOVA,S/N,Lagoa Nova;-1,452773;-48,502502;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;32.5;2;N;Mastil;N;;;;;;;;;;;;;;X;;;1003228558
7269;C;Active;;Natal;Avenida Miguel Castro,592,Nossa Senhora de Nazaré;-1,46482374;-48,4917665;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;2;N;Mastil;N;CARTA EM MÃOS;;;;;;;;;;;;;X;;;1003228795
7270;C;Active;;Guamaré;RODOVIA RN 401,S/N,ZONA RURAL;-1,45815704;-48,47843309;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;2;N;Mastil;N;CARTA EM MÃOS;;;;;;;;;;;;;X;;;1003749833
7271;C;Active;;Parnamirim;Rua Rio Piranhas,659,Emaús;-1,447896;-48,487195;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;0;2;2;N;Mastil;N;CARTA EM MÃOS;0;;;;;;;;;;;;X;;;1003762678
7272;C;Active;;Parnamirim;Rodovia BR-101,S/N,Nova Parnamirim;-1,44871254;-48,47815531;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;2;N;Mastil;N;CARTA EM MÃOS;;;;;;;;X;;;;;X;;;1003764379
7273;C;Active;;Natal;Rua Pedro Fonseca Filho,S/N,Ponta Negra;-1,107444;-48,417647;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;60;N;Monopole;N;;;;;;;;;;;;;;X;X;;1003862460
7274;C;Active;;Natal;Rua Abraham Tahim,S/N,Capim Macio;-1,43815693;-48,4687108;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;2;N;Mastil;N;CARTA EM MÃOS.;;;;;;;;;;;;;X;;;1003862559
7275;C;Active;;Natal;Rua Padre Lemos,S/N,Praia do Meio;-1,468909;-48,500965;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;40;N;Self Support;N;;;;;;;;;;;;;;X;;;1003976953
7276;C;Active;;Natal;Avenida Bernardo Vieira,S/N,Quintas;-1,43343468;-48,45621073;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:07;;;2;N;Mastil;N;;;;;;;;;;;;;;X;;;1003977224
7277;C;Active;;Natal;Rua dos Potiguares,S/N,Lagoa Nova;-1,473137;-48,484701;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:20;;;40;N;Self Support;N;;;;X;;;;;;;;;;X;;;1003977518
